Unnamed: 0,Employee ID,Full_Name,StartDate,ExitDate,Domain,Supervisor,Emails,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,DepartmentType,Division,DOB,State,JobFunctionDescription,GenderCode,LocationCode,RaceDesc,MaritalDesc,Performance_Score,CurrentEmployee_Rating,Survey_Date,Engagement_Score,Satisfaction_Score,WorkLifeBalance_Score,Training_Date,Trainingprogram_Name,Training_type,Training_outcome,Location,Trainer,Trainingduration,Training_cost,status
332,3759,Gabriella Warner,01-05-2022,25-09-2022,Production Technician I,Emily Pugh,gabriella.warner@bilearner.com,EW,Active,Contract,Zone B,Full-Time,Retirement,Production       ,Yard (Material Handling),21-10-1958,MA,Laborer,Male,47326,Black,Married,Fully Meets,1,28-11-2022,3,4,1,11-08-2022,Project Management,Internal,Completed,Garyshire,Justin Carter,2,790.71,Valid
333,3760,Ryan Tate,24-08-2021,22-05-2022,Production Technician I,Sherry Morris,ryan.tate@bilearner.com,MSC,Active,Full-Time,Zone A,Part-Time,Unk,Production       ,General - Con,12-02-1960,MA,Technician,Male,20814,Other,Widowed,Fully Meets,3,28-10-2022,4,3,1,28-11-2022,Technical Skills,External,Passed,New Teresaland,Billy Baker,1,680.48,Valid
334,3761,Hazel Vincent,22-06-2023,10-07-2023,Production Technician II,Melissa Conrad,hazel.vincent@bilearner.com,CCDR,Active,Contract,Zone A,Full-Time,Involuntary,Production       ,General - Sga,23-11-1987,MA,Assistant,Female,75880,Black,Married,Fully Meets,1,30-05-2023,2,4,1,18-08-2022,Customer Service,External,Failed,Rodriguezview,Kenneth Gonzalez,1,947.57,Valid
335,3762,Gavyn Riggs,18-07-2020,22-05-2022,Production Technician II,Lauren Villarreal,gavyn.riggs@bilearner.com,SVG,Active,Part-Time,Zone B,Temporary,Unk,Production       ,Engineers,11-05-1949,MA,Engineer,Female,65366,Black,Divorced,Fully Meets,2,06-08-2022,2,1,1,15-06-2023,Project Management,Internal,Failed,Ryanhaven,Claudia Clark,2,594.61,Valid
336,3763,Giancarlo Cross,12-01-2023,06-02-2023,Production Technician II,Randall Williams,giancarlo.cross@bilearner.com,EW,Voluntarily Terminated,Full-Time,Zone B,Full-Time,Involuntary,Production       ,Finance & Accounting,25-06-1950,MA,Clerk,Female,40231,White,Widowed,Fully Meets,3,09-07-2023,3,2,5,13-11-2022,Technical Skills,External,Incomplete,New Kathleen,Jeffery Kim,1,775.59,Valid
337,3764,Cristal Bradshaw,16-02-2022,22-05-2022,Production Technician II,Tiffany Stone,cristal.bradshaw@bilearner.com,MSC,Active,Full-Time,Zone B,Temporary,Unk,Production       ,General - Sga,13-12-1995,MA,Manager,Female,41487,Black,Single,Fully Meets,3,11-07-2023,2,1,5,30-08-2022,Communication Skills,External,Incomplete,Thomastown,Daniel Garrett,2,239.16,Valid
338,3765,Guadalupe Burke,02-09-2022,22-05-2022,Production Technician II,Eric Smith,guadalupe.burke@bilearner.com,TNS,Active,Part-Time,Zone A,Temporary,Unk,Production       ,Yard (Material Handling),30-06-1969,MA,Runner,Female,36904,Hispanic,Widowed,Fully Meets,3,02-01-2023,1,1,2,25-11-2022,Customer Service,Internal,Completed,Dominiqueton,Nancy Harrison,5,275.94,Invalid
339,3766,Elisa Henry,02-02-2019,03-02-2023,Production Technician II,Taylor Morris,elisa.henry@bilearner.com,PYZ,Active,Part-Time,Zone A,Part-Time,Resignation,Production       ,Yard (Material Handling),10-03-1943,MA,Manager,Female,10110,Black,Widowed,Fully Meets,3,12-05-2023,4,4,5,27-03-2023,Technical Skills,Internal,Incomplete,South Adamburgh,Chad Payne,4,466.32,Valid
340,3767,Kale Fischer,26-08-2021,05-09-2022,Production Technician I,Zachary Nelson,kale.fischer@bilearner.com,TNS,Voluntarily Terminated,Full-Time,Zone B,Part-Time,Retirement,Production       ,General - Con,07-03-1993,MA,Laborer,Female,46087,Black,Divorced,Fully Meets,2,09-07-2023,2,5,3,12-10-2022,Leadership Development,Internal,Completed,Allisonfort,Cheryl Schultz,4,840.46,Valid
341,3768,Morgan Blackwell,31-12-2020,22-05-2022,Production Technician I,David Garcia,morgan.blackwell@bilearner.com,SVG,Active,Contract,Zone B,Full-Time,Unk,Production       ,Catv,30-05-1991,MA,Foreman,Female,37838,Black,Divorced,Fully Meets,4,27-01-2023,2,4,1,04-01-2023,Leadership Development,Internal,Completed,Buckmouth,Anna Everett,3,145.76,Valid
342,3769,Ivan Wright,12-12-2020,22-05-2022,Production Technician I,Laura Chavez,ivan.wright@bilearner.com,PYZ,Active,Full-Time,Zone A,Full-Time,Unk,Production       ,Fielders,21-11-1952,MA,Engineer,Male,15968,Asian,Married,Fully Meets,3,25-09-2022,3,5,3,12-10-2022,Project Management,Internal,Incomplete,New Vincenthaven,Michael Nelson,2,647.7,Valid
343,3770,Nayeli Hood,13-01-2022,11-04-2023,Production Technician I,Rachel Jones,nayeli.hood@bilearner.com,PL,Voluntarily Terminated,Contract,Zone B,Temporary,Involuntary,Production       ,Aerial,26-01-1995,MA,Lineman,Male,21100,Asian,Married,Fully Meets,3,06-05-2023,1,3,3,05-07-2023,Project Management,Internal,Incomplete,New Ryan,Lisa Tran,2,536.2,Valid
344,3771,Marilyn Smith,24-01-2021,07-05-2023,Production Technician I,Kathryn Jones,marilyn.smith@bilearner.com,NEL,Voluntarily Terminated,Part-Time,Zone B,Temporary,Retirement,Production       ,General - Con,20-09-1981,MA,Foreman,Male,65845,Asian,Married,Fully Meets,3,25-09-2022,2,2,4,26-03-2023,Communication Skills,Internal,Incomplete,Gallowaychester,Jorge Rice,5,769.97,Valid
345,3772,Zoie Rowland,08-02-2022,22-07-2022,Production Technician I,Mrs. Rachel Henry,zoie.rowland@bilearner.com,MSC,Active,Full-Time,Zone A,Temporary,Retirement,Production       ,Engineers,05-02-1966,MA,Engineer,Female,58535,Asian,Divorced,Fully Meets,3,10-09-2022,2,5,1,01-01-2023,Communication Skills,External,Completed,New Jason,Kristin Freeman,1,894.66,Valid
346,3773,Ann Nguyen,11-10-2020,26-02-2022,Production Technician I,Laura Hernandez,ann.nguyen@bilearner.com,EW,Voluntarily Terminated,Part-Time,Zone A,Temporary,Retirement,Production       ,Engineers,16-05-1972,MA,Engineer,Female,3994,Hispanic,Divorced,Fully Meets,3,16-10-2022,1,5,2,15-11-2022,Project Management,External,Failed,Ramirezstad,Evelyn Hayes,2,374.02,Valid
347,3774,Ramiro Savage,20-06-2019,13-10-2021,Production Technician I,Justin Stanley,ramiro.savage@bilearner.com,CCDR,Active,Part-Time,Zone B,Full-Time,Involuntary,Production       ,Engineers,06-04-1998,MA,Engineer,Male,32544,Black,Single,Fully Meets,3,11-04-2023,5,3,1,04-02-2023,Leadership Development,Internal,Passed,Matthewborough,Jason Wells,5,569.42,Valid
348,3775,Karma Koch,13-07-2021,26-11-2022,Production Technician I,Amy Ross,karma.koch@bilearner.com,BPC,Active,Contract,Zone B,Part-Time,Resignation,Production       ,Field Operations,15-10-1980,MA,Laborer,Male,36153,Other,Widowed,Fully Meets,3,15-04-2023,2,1,3,14-11-2022,Customer Service,Internal,Completed,East Cristianmouth,Kimberly Howard DVM,1,172.82,Valid
349,3776,Jacqueline Hendrix,14-10-2021,30-10-2021,Production Technician I,Benjamin Yates,jacqueline.hendrix@bilearner.com,WBL,Active,Contract,Zone A,Full-Time,Resignation,Production       ,General - Eng,28-04-1980,MA,Administrative,Male,34262,Black,Married,Fully Meets,3,13-12-2022,4,1,5,05-02-2023,Project Management,Internal,Completed,Amberborough,Teresa Reilly,4,585.84,Valid
350,3777,Kaitlin Barker,09-11-2021,22-05-2022,Production Technician I,Penny Estrada,kaitlin.barker@bilearner.com,TNS,Active,Contract,Zone C,Temporary,Unk,Production       ,Aerial,21-03-1966,MA,Lineman,Male,12906,Black,Single,Fully Meets,3,28-10-2022,4,3,2,13-10-2022,Project Management,External,Completed,Monicaberg,Brittany Wilson,1,759.38,Valid
351,3778,Semaj Griffith,02-04-2023,27-07-2023,Production Technician I,Frank Freeman,semaj.griffith@bilearner.com,SVG,Active,Full-Time,Zone A,Full-Time,Involuntary,Production       ,Wireline Construction,09-02-1992,MA,Groundman,Male,30753,Other,Married,Fully Meets,3,06-02-2023,1,5,3,13-09-2022,Customer Service,Internal,Completed,Lake Arielberg,Emily Johnson,5,341.74,Valid
352,3779,Damian Burke,19-10-2022,03-05-2023,Production Technician I,Regina Bryant MD,damian.burke@bilearner.com,PYZ,Future Start,Part-Time,Zone B,Temporary,Voluntary,Production       ,Shop (Fleet),28-04-1963,MA,Technician,Female,60533,Other,Divorced,Fully Meets,3,18-06-2023,4,1,1,29-05-2023,Project Management,External,Incomplete,Michaelstad,Kristi Jackson,3,733.04,Valid
353,3780,Jessie Smith,09-05-2020,14-09-2021,Production Technician I,Samantha Roberts,jessie.smith@bilearner.com,PL,Future Start,Part-Time,Zone C,Part-Time,Retirement,Production       ,General - Con,16-11-1945,MA,Technician,Female,36882,Black,Widowed,Fully Meets,3,21-05-2023,2,3,2,02-08-2023,Customer Service,Internal,Failed,Vincentbury,James Allen,2,658.27,Valid
354,3781,Hezekiah Cummings,18-08-2019,05-05-2022,Production Technician I,Daniel Peterson,hezekiah.cummings@bilearner.com,NEL,Future Start,Contract,Zone B,Full-Time,Involuntary,Production       ,General - Con,23-01-1960,MA,Laborer,Male,62493,Black,Single,Fully Meets,3,09-08-2022,5,3,1,11-07-2023,Customer Service,External,Incomplete,New Mia,David Nash,1,124.77,Valid
355,3782,Brody House,09-03-2019,02-05-2020,Production Technician I,Dr. Matthew Harrell,brody.house@bilearner.com,MSC,Voluntarily Terminated,Full-Time,Zone B,Temporary,Retirement,Production       ,Field Operations,25-09-1984,MA,Driver,Male,92706,Asian,Widowed,Fully Meets,3,19-07-2023,1,5,1,11-12-2022,Technical Skills,Internal,Passed,New Jordan,Dustin Anderson,5,506.4,Valid
356,3783,Aaliyah Watts,09-05-2020,22-05-2022,Production Technician I,Jared Whitehead,aaliyah.watts@bilearner.com,EW,Active,Contract,Zone A,Full-Time,Unk,Production       ,Fielders,11-04-1962,MA,Engineer,Male,7773,Asian,Divorced,Fully Meets,3,07-03-2023,3,4,3,25-01-2023,Technical Skills,External,Completed,Anthonyside,Amanda Miller,5,851.24,Valid
357,3784,Ashton Larsen,14-08-2022,22-05-2022,Production Technician I,William Price,ashton.larsen@bilearner.com,CCDR,Active,Contract,Zone A,Temporary,Unk,Production       ,Splicing,14-03-1998,MA,Supervisor,Female,55514,White,Single,Fully Meets,3,04-03-2023,3,3,2,12-10-2022,Communication Skills,Internal,Completed,Myerston,Kylie Tran,2,671.12,Invalid
358,3785,Joshua Gibson,18-01-2022,22-05-2022,Production Technician II,Sheri Jackson,joshua.gibson@bilearner.com,PL,Active,Contract,Zone C,Temporary,Unk,Production       ,Project Management - Con,20-10-1977,MA,Director,Female,13406,Black,Divorced,Fully Meets,3,05-05-2023,3,2,2,01-10-2022,Project Management,External,Passed,Lake Danielmouth,Nathan Juarez,1,257.8,Valid
359,3786,Kyleigh Bauer,22-06-2021,26-07-2022,Production Technician II,Paul Richards,kyleigh.bauer@bilearner.com,PYZ,Voluntarily Terminated,Full-Time,Zone A,Part-Time,Resignation,Production       ,Field Operations,10-06-1962,MA,Technician,Female,65379,Black,Divorced,Fully Meets,3,29-12-2022,3,4,2,17-04-2023,Leadership Development,External,Failed,Jeanetteton,Wyatt Gray,4,280.06,Valid
360,3787,Ramon Schultz,19-01-2023,20-06-2023,Production Technician II,Alexis Gutierrez,ramon.schultz@bilearner.com,SVG,Voluntarily Terminated,Full-Time,Zone C,Part-Time,Resignation,Production       ,General - Sga,29-08-1972,MA,Supervisor,Female,69445,White,Widowed,Fully Meets,3,06-03-2023,1,2,1,26-04-2023,Project Management,External,Passed,New Donald,Christine Escobar,4,140.03,Valid
361,3788,Maxim Houston,17-05-2023,13-06-2023,Production Technician II,Michael Mcclure,maxim.houston@bilearner.com,TNS,Voluntarily Terminated,Part-Time,Zone A,Full-Time,Involuntary,Production       ,Field Operations,06-09-1976,MA,Foreman,Female,32440,Black,Married,Fully Meets,3,05-05-2023,3,4,2,21-03-2023,Customer Service,External,Completed,Russellstad,Jessica Jones,2,796.95,Valid
362,3789,Deanna Sellers,07-06-2020,22-05-2022,Production Technician II,Randall Frey,deanna.sellers@bilearner.com,WBL,Active,Contract,Zone A,Part-Time,Unk,Production       ,Wireline Construction,25-05-1977,MA,Foreman,Female,30804,Other,Widowed,Fully Meets,3,25-09-2022,3,1,4,26-10-2022,Technical Skills,External,Incomplete,Jessicastad,Alejandro Carter,1,997.38,Valid
363,3790,Frankie Figueroa,07-07-2023,11-07-2023,Production Technician II,Matthew Le,frankie.figueroa@bilearner.com,PYZ,Active,Full-Time,Zone A,Temporary,Resignation,Production       ,Yard (Material Handling),11-12-1962,MA,Laborer,Female,17247,Hispanic,Single,Fully Meets,3,31-07-2023,3,2,1,18-03-2023,Communication Skills,External,Completed,East Erichaven,Douglas Phillips,2,676.95,Valid
364,3791,Bentley Rush,28-03-2020,22-05-2022,Production Technician I,Ashley Petty,bentley.rush@bilearner.com,WBL,Active,Full-Time,Zone B,Full-Time,Unk,Production       ,Finance & Accounting,02-02-1978,MA,Administration,Female,32417,Asian,Divorced,Fully Meets,3,07-09-2022,4,1,1,12-02-2023,Leadership Development,External,Failed,Stephanieside,Laura Mathis,2,348.89,Valid
365,3792,Alexia Pham,23-05-2019,10-05-2022,Production Technician I,Angela Shaffer,alexia.pham@bilearner.com,NEL,Active,Part-Time,Zone C,Full-Time,Retirement,Production       ,Engineers,08-06-1998,MA,Engineer,Male,50738,White,Married,Fully Meets,3,25-09-2022,2,2,2,09-09-2022,Project Management,External,Passed,Brownland,Angela Castillo,1,385.62,Valid
366,3793,Roselyn Roberts,20-04-2019,22-05-2022,Production Technician I,Steven Walton,roselyn.roberts@bilearner.com,PL,Active,Full-Time,Zone B,Full-Time,Unk,Production       ,General - Con,15-01-1952,MA,Manager,Male,34278,Asian,Married,Fully Meets,3,15-05-2023,2,3,3,24-11-2022,Project Management,Internal,Completed,Lake Andrewshire,Margaret Best,2,552.67,Valid
367,3794,Ayden Chambers,09-09-2018,22-05-2022,Production Technician I,Abigail Robinson,ayden.chambers@bilearner.com,BPC,Active,Contract,Zone A,Full-Time,Unk,Production       ,General - Con,20-01-1996,MA,Foreman,Male,40836,Asian,Widowed,Fully Meets,5,05-12-2022,1,1,3,17-04-2023,Communication Skills,External,Failed,Nicholsonport,David Black,2,645.11,Valid
368,3795,Kaitlynn Serrano,14-07-2022,22-05-2022,Production Technician I,Brandi Howell,kaitlynn.serrano@bilearner.com,CCDR,Active,Part-Time,Zone A,Part-Time,Unk,Production       ,General - Sga,01-08-1989,MA,Manager,Male,59081,White,Divorced,Exceeds,3,29-09-2022,4,3,2,25-01-2023,Project Management,External,Passed,Jenniferfurt,Jeffrey Edwards,1,954.02,Invalid
369,3796,Jefferson White,17-04-2019,02-12-2021,Production Technician I,Connie Blackburn,jefferson.white@bilearner.com,SVG,Active,Contract,Zone A,Part-Time,Resignation,Production       ,General - Con,27-08-1964,MA,Laborer,Female,82019,Hispanic,Married,Exceeds,3,28-06-2023,1,5,2,03-07-2023,Technical Skills,External,Incomplete,Jenningsville,Richard Brock,5,255.74,Valid
370,3797,Maria Grant,15-05-2020,22-05-2022,Production Technician I,Connie Martinez,maria.grant@bilearner.com,EW,Active,Contract,Zone A,Full-Time,Unk,Production       ,Catv,26-06-1975,MA,Splicer,Female,32969,Black,Married,Fully Meets,3,03-09-2022,3,4,2,09-03-2023,Technical Skills,External,Completed,Mayburgh,Margaret Cox,2,279.38,Valid
371,3798,Bryanna Ibarra,04-04-2020,04-07-2023,Production Technician I,Cheryl Martinez,bryanna.ibarra@bilearner.com,MSC,Active,Full-Time,Zone C,Full-Time,Voluntary,Production       ,General - Con,21-12-1961,MA,Lineman,Male,36648,Other,Widowed,Fully Meets,3,08-11-2022,1,1,1,22-08-2022,Project Management,External,Passed,New Richard,Joshua Kennedy,5,303.44,Valid
372,3799,Sophie Zavala,15-10-2022,22-05-2022,Production Technician I,Ryan Carlson,sophie.zavala@bilearner.com,TNS,Active,Full-Time,Zone A,Temporary,Unk,Production       ,Executive,24-11-1964,MA,Director,Male,95984,Hispanic,Single,Exceeds,3,24-12-2022,3,1,3,07-08-2022,Communication Skills,Internal,Incomplete,Sheenaville,Travis Moore,4,809.38,Invalid
373,3800,Amya Grant,11-07-2019,22-05-2022,Production Technician I,Jamie Henderson,amya.grant@bilearner.com,PYZ,Active,Contract,Zone C,Part-Time,Unk,Production       ,General - Sga,09-12-1950,MA,Administrator,Male,31864,Other,Married,Fully Meets,3,08-12-2022,5,3,5,14-10-2022,Customer Service,Internal,Completed,Davisland,Lori Kane,4,886.12,Valid
374,3801,Jaydan Neal,02-10-2019,22-05-2022,Production Technician I,Jamie Stark,jaydan.neal@bilearner.com,WBL,Active,Contract,Zone C,Temporary,Unk,Production       ,Field Operations,18-01-1948,MA,Laborer,Female,54738,Hispanic,Single,Fully Meets,3,27-11-2022,2,1,4,01-04-2023,Leadership Development,External,Incomplete,Annaport,David Anderson,2,125.88,Valid
375,3802,Amiyah Ramirez,04-03-2021,22-05-2022,Production Technician I,Michael Andrade,amiyah.ramirez@bilearner.com,NEL,Active,Full-Time,Zone A,Full-Time,Unk,Production       ,Field Operations,28-03-1947,MA,Project Manager,Male,65896,White,Divorced,Fully Meets,3,09-01-2023,3,3,5,24-01-2023,Leadership Development,Internal,Passed,Malikmouth,Gary Jackson,1,493.72,Valid
376,3803,Kai Holt,10-02-2021,01-01-2022,Production Technician I,Jason Haley,kai.holt@bilearner.com,PL,Future Start,Contract,Zone B,Full-Time,Resignation,Production       ,Field Operations,12-05-1985,MA,Tower Hand,Female,35618,Black,Single,Fully Meets,3,07-12-2022,1,2,5,12-02-2023,Project Management,External,Passed,Mcclurebury,Patricia Hernandez,4,993.68,Valid
377,3804,Brendon Wilson,15-05-2019,22-05-2022,Production Technician I,Virginia Short,brendon.wilson@bilearner.com,BPC,Active,Full-Time,Zone C,Part-Time,Unk,Production       ,General - Con,26-09-1978,MA,Lineman,Female,17561,Hispanic,Single,Fully Meets,3,07-03-2023,3,2,2,15-02-2023,Customer Service,External,Incomplete,Port Joshuaside,Derek Mason,4,414.55,Valid
378,3805,Nancy Short,28-04-2022,22-05-2022,Production Technician I,Heather Bell,nancy.short@bilearner.com,CCDR,Active,Full-Time,Zone B,Part-Time,Unk,Production       ,General - Con,23-04-1982,MA,Mechanic,Male,13779,Other,Divorced,Fully Meets,3,31-12-2022,2,5,2,31-08-2022,Communication Skills,External,Incomplete,Lake Richard,Patricia Nelson,1,391.88,Valid
379,3806,Isabella Wilkins,23-09-2021,01-07-2023,Production Technician I,Maria Obrien,isabella.wilkins@bilearner.com,SVG,Active,Contract,Zone C,Temporary,Resignation,Production       ,Field Operations,01-09-1974,MA,Groundman,Male,31026,Other,Married,Fully Meets,3,13-03-2023,4,1,5,09-09-2022,Customer Service,External,Passed,New Henryshire,Rachel Blackburn,4,600.64,Valid
380,3807,Mayra Moss,15-09-2021,10-11-2021,Production Technician I,George Doyle,mayra.moss@bilearner.com,EW,Active,Contract,Zone C,Temporary,Resignation,Production       ,Project Management - Con,16-05-1964,MA,Manager,Male,84074,Asian,Single,Fully Meets,3,17-08-2022,4,5,4,26-03-2023,Communication Skills,External,Passed,Stevenshire,Stacy Smith,1,997.74,Valid
381,3808,Maria Gonzalez,27-04-2019,20-03-2020,IT Support,Jason Miller,maria.gonzalez@bilearner.com,PYZ,Active,Contract,Zone B,Full-Time,Resignation,It/Is,General - Sga,16-01-1948,MA,Administrator,Female,2472,White,Widowed,Fully Meets,3,27-01-2023,5,4,4,25-01-2023,Technical Skills,External,Passed,Harrisonborough,Raymond Mitchell,4,254.26,Valid
382,3809,Jumil Turpin,06-10-2019,23-08-2020,Network Engineer,Raymond Bird,jumil.turpin@bilearner.com,TNS,Active,Part-Time,Zone B,Part-Time,Resignation,It/Is,Field Operations,20-01-2001,MA,Foreman,Male,2343,Hispanic,Single,Fully Meets,3,04-09-2022,3,1,5,21-10-2022,Technical Skills,External,Incomplete,Walterview,Virginia Johnson,3,786.62,Valid
383,3810,Ann Daniele,16-02-2020,22-05-2022,Sr. Network Engineer,Thomas Wilson,ann.daniele@bilearner.com,PL,Active,Full-Time,Zone A,Temporary,Unk,It/Is,General - Sga,10-10-1959,CT,Administrator,Female,6033,Black,Single,Fully Meets,3,22-12-2022,3,3,1,21-12-2022,Communication Skills,External,Completed,South Jason,Ashley Price,3,189.7,Valid
384,3811,Joe South,14-05-2022,21-10-2022,Sr. Network Engineer,Robin Wilson,joe.south@bilearner.com,PL,Active,Part-Time,Zone B,Temporary,Involuntary,It/Is,Fielders,11-03-1958,CT,Engineer,Male,6278,Hispanic,Widowed,Fully Meets,3,18-05-2023,1,1,1,15-05-2023,Technical Skills,External,Completed,Cervantesland,Thomas Stevenson,2,484.02,Valid
385,3812,Sarah Warfield,13-02-2019,06-08-2020,Sr. Network Engineer,Julie Lewis,sarah.warfield@bilearner.com,BPC,Active,Contract,Zone B,Full-Time,Resignation,It/Is,General - Eng,24-05-1985,MA,Administrative,Female,2453,Hispanic,Single,Fully Meets,3,11-01-2023,3,3,1,02-06-2023,Communication Skills,Internal,Failed,Marktown,William Bridges,5,299.74,Valid
386,3813,Alejandro Bacong,24-08-2022,22-05-2022,IT Support,Joseph Mathews,alejandro.bacong@bilearner.com,SVG,Active,Part-Time,Zone A,Part-Time,Unk,It/Is,Engineers,25-02-1955,MA,Engineer,Male,1886,Hispanic,Widowed,Fully Meets,3,06-06-2023,2,3,4,21-07-2023,Technical Skills,Internal,Failed,Mirandachester,Paul Robinson,1,169.79,Invalid
387,3814,Jyoti Lajiri,07-01-2019,05-09-2020,Sr. Network Engineer,Karen Crawford,jyoti.lajiri@bilearner.com,EW,Leave of Absence,Part-Time,Zone C,Full-Time,Retirement,It/Is,Engineers,17-04-1955,MA,Coordinator,Male,2169,Black,Widowed,Fully Meets,3,08-07-2023,4,1,2,09-07-2023,Communication Skills,Internal,Failed,Smithchester,Seth Bradley,5,655.68,Valid
388,3815,Neville Tredinnick,26-03-2021,22-05-2022,Network Engineer,Mary Mcmillan,neville.tredinnick@bilearner.com,SVG,Active,Contract,Zone C,Part-Time,Unk,It/Is,Project Management - Con,26-05-1984,MA,Coordinator,Male,1420,White,Divorced,Fully Meets,3,23-02-2023,1,5,3,05-02-2023,Project Management,Internal,Failed,Dianemouth,Evan Hart,1,910.09,Valid
389,3816,Anthony Cisco,01-05-2021,22-05-2022,IT Support,Kyle Adams,anthony.cisco@bilearner.com,WBL,Active,Full-Time,Zone A,Temporary,Unk,It/Is,Field Operations,10-08-1956,MA,Technician,Male,2135,Hispanic,Single,Fully Meets,3,26-12-2022,1,1,5,20-12-2022,Communication Skills,External,Passed,Barnesbury,Jessica Hicks,5,912.1,Valid
390,3817,Linda Dolan,10-10-2021,21-01-2023,IT Support,Jamie Baker,linda.dolan@bilearner.com,CCDR,Active,Part-Time,Zone A,Full-Time,Resignation,It/Is,General - Con,01-01-1978,MA,Technician,Female,2119,Black,Single,Needs Improvement,3,24-06-2023,3,3,1,07-03-2023,Customer Service,Internal,Incomplete,Strongfurt,Thomas Pena,4,456.65,Valid
391,3818,Carlos Merlos,02-01-2020,03-04-2022,Network Engineer,Daniel White,carlos.merlos@bilearner.com,CCDR,Active,Part-Time,Zone A,Part-Time,Voluntary,It/Is,Wireless,15-06-1950,MA,Technician,Male,2138,Asian,Single,Fully Meets,3,28-01-2023,1,1,3,07-11-2022,Leadership Development,External,Incomplete,Thomasview,Jeremy Lee,4,313.5,Valid
392,3819,Tanya Morway,20-01-2020,22-05-2022,Network Engineer,William Johnson,tanya.morway@bilearner.com,MSC,Active,Full-Time,Zone B,Part-Time,Unk,It/Is,Aerial,26-11-1957,MA,Foreman,Female,2048,Asian,Single,Fully Meets,3,01-07-2023,4,1,1,29-12-2022,Leadership Development,Internal,Incomplete,Port Christopherton,Marcus Harris,3,906.45,Valid
393,3820,Anita Shepard,11-08-2018,21-05-2021,Network Engineer,George Tran,anita.shepard@bilearner.com,EW,Active,Contract,Zone C,Full-Time,Voluntary,It/Is,General - Con,29-09-1976,MA,Foreman,Female,1773,Other,Divorced,Fully Meets,3,26-07-2023,1,3,4,19-08-2022,Project Management,External,Incomplete,Matthewmouth,Dawn Dunn,2,333.8,Valid
394,3821,Jeremiah Semizoglou,18-12-2021,22-05-2022,Sr. Network Engineer,Jonathan Knight,jeremiah.semizoglou@bilearner.com,TNS,Active,Contract,Zone A,Temporary,Unk,It/Is,Field Operations,03-04-1981,MA,Manager,Male,1545,White,Single,Fully Meets,3,05-12-2022,5,4,4,30-11-2022,Project Management,External,Passed,Duncanland,Lisa Mitchell,2,866.63,Valid
395,3822,Katrina Lambert,24-09-2019,04-04-2022,Network Engineer,Calvin Williamson,katrina.lambert@bilearner.com,WBL,Active,Full-Time,Zone B,Part-Time,Retirement,Executive Office,General - Con,18-09-1975,MA,Technician,Male,56727,Hispanic,Divorced,Fully Meets,3,23-03-2023,4,4,5,08-12-2022,Technical Skills,Internal,Incomplete,Shannonshire,Raymond Lee,5,357.58,Valid
396,3823,Alexzander Pope,17-10-2022,26-06-2023,Network Engineer,David Rodriguez,alexzander.pope@bilearner.com,TNS,Active,Full-Time,Zone A,Temporary,Involuntary,Executive Office,Shop (Fleet),24-08-1987,MA,Supervisor,Male,12469,White,Single,Needs Improvement,3,16-11-2022,5,4,1,21-09-2022,Communication Skills,External,Completed,Wardstad,Gary Hill,4,516.9,Valid
397,3824,Derek Holmes,07-01-2020,22-05-2022,IT Support,Carolyn Richards,derek.holmes@bilearner.com,SVG,Active,Contract,Zone C,Full-Time,Unk,It/Is,General - Sga,21-11-1948,MA,Administrator,Male,83312,Black,Single,Fully Meets,3,13-02-2023,4,4,5,18-10-2022,Leadership Development,Internal,Completed,Lake Robert,Katherine Neal,5,200.23,Valid
398,3825,Danika Deleon,05-11-2022,22-05-2022,IT Support,Karen York,danika.deleon@bilearner.com,PYZ,Active,Full-Time,Zone A,Part-Time,Unk,It/Is,Field Operations,23-05-1998,MA,Tower Hand,Male,97413,Black,Married,Fully Meets,3,22-12-2022,4,4,2,24-09-2022,Leadership Development,Internal,Completed,Karenside,Bradley Norris,1,728.77,Invalid
399,3826,Sabrina Durham,26-04-2023,03-06-2023,IT Support,Jessica Hernandez,sabrina.durham@bilearner.com,PL,Active,Part-Time,Zone B,Full-Time,Resignation,It/Is,Field Operations,11-04-2001,MA,Laborer,Male,21759,Asian,Divorced,Fully Meets,3,17-11-2022,2,1,3,21-11-2022,Communication Skills,Internal,Completed,West Robert,Christopher Contreras,4,286.12,Valid
400,3827,Frankie Carrillo,29-05-2019,22-05-2022,IT Support,Dana Ballard,frankie.carrillo@bilearner.com,NEL,Active,Part-Time,Zone B,Part-Time,Unk,It/Is,General - Eng,24-09-1992,MA,Engineer,Male,79707,Asian,Widowed,Fully Meets,3,25-12-2022,3,3,4,01-02-2023,Communication Skills,Internal,Failed,Sellersbury,Thomas Mcknight,5,997.15,Valid
401,3828,Quintin Solomon,12-09-2019,22-05-2022,Sr. Network Engineer,Charles Duncan,quintin.solomon@bilearner.com,PL,Active,Part-Time,Zone A,Full-Time,Unk,It/Is,Aerial,28-10-1990,MA,Lineman,Male,84152,Black,Divorced,Fully Meets,3,21-02-2023,2,5,1,13-06-2023,Leadership Development,External,Failed,South Rebecca,Andrew Sanders,2,984.63,Valid
